customer_id,churn_probability,actual_churn,intervention_strategy,seniorcitizen,tenure,monthlycharges,totalcharges,gender_Male,partner_Yes,dependents_Yes,phoneservice_Yes,multiplelines_No phone service,multiplelines_Yes,internetservice_Fiber optic,internetservice_No,onlinesecurity_No internet service,onlinesecurity_Yes,onlinebackup_No internet service,onlinebackup_Yes,deviceprotection_No internet service,deviceprotection_Yes,techsupport_No internet service,techsupport_Yes,streamingtv_No internet service,streamingtv_Yes,streamingmovies_No internet service,streamingmovies_Yes,contract_One year,contract_Two year,paperlessbilling_Yes,paymentmethod_Credit card (automatic),paymentmethod_Electronic check,paymentmethod_Mailed check
7410-KTVFV,0.521909831876729,1,Tier 2 - Medium Risk (Pop-up Promo),0,18,49.55,878.35,True,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True
6710-HSJRD,0.6328747104235426,0,Tier 2 - Medium Risk (Pop-up Promo),0,61,114.1,7132.15,True,True,False,True,False,True,True,False,False,False,False,True,False,True,False,True,False,True,False,True,False,False,True,False,True,False
6234-PFPXL,0.5606896060655374,0,Tier 2 - Medium Risk (Pop-up Promo),0,22,95.9,2234.95,True,True,False,True,False,True,True,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False
5103-MHMHY,0.5245128336347752,1,Tier 2 - Medium Risk (Pop-up Promo),0,1,45.95,45.95,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
9389-ACWBI,0.6760807184751525,0,Tier 2 - Medium Risk (Pop-up Promo),0,5,69.95,320.4,False,True,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
3331-HQDTW,0.6751122427067393,1,Tier 2 - Medium Risk (Pop-up Promo),0,34,109.8,3587.25,False,False,False,True,False,True,True,False,False,True,False,True,False,True,False,False,False,True,False,True,False,False,True,False,False,True
4695-VADHF,0.5525686875812075,1,Tier 2 - Medium Risk (Pop-up Promo),0,18,57.45,990.85,True,True,True,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False
5419-KLXBN,0.6404876102633279,1,Tier 2 - Medium Risk (Pop-up Promo),0,25,89.15,2257.75,False,True,True,True,False,False,True,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False,True,False,False,False
9381-NDKME,0.6492602266825066,1,Tier 2 - Medium Risk (Pop-up Promo),1,24,40.65,933.3,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,True,False,False
0979-PHULV,0.5482448580328289,1,Tier 2 - Medium Risk (Pop-up Promo),0,69,99.45,7007.6,True,True,True,True,False,True,True,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,True,True,False,False
0486-HECZI,0.5594053035720673,1,Tier 2 - Medium Risk (Pop-up Promo),0,55,96.75,5238.9,True,True,False,True,False,True,True,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,True,False,True,False
2178-PMGCJ,0.695562858051279,0,Tier 2 - Medium Risk (Pop-up Promo),0,22,69.7,1490.4,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True
4660-IRIBM,0.6476436874055653,0,Tier 2 - Medium Risk (Pop-up Promo),0,18,87.9,1500.5,True,True,True,True,False,False,True,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,True
5402-HTOTQ,0.5676125026763948,0,Tier 2 - Medium Risk (Pop-up Promo),0,16,55.3,875.35,True,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False
3787-TRIAL,0.6280773212206477,0,Tier 2 - Medium Risk (Pop-up Promo),0,21,26.05,565.75,True,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False
6317-YPKDH,0.6612471108076596,1,Tier 2 - Medium Risk (Pop-up Promo),0,1,29.95,29.95,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
5692-FPTAH,0.6637451775976889,1,Tier 2 - Medium Risk (Pop-up Promo),0,1,45.4,45.4,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True
2604-IJPDU,0.6337180453798356,0,Tier 2 - Medium Risk (Pop-up Promo),0,20,96.55,1901.65,False,True,False,True,False,False,True,False,False,True,False,True,False,False,False,True,False,True,False,False,False,False,True,False,True,False
4526-ZJJTM,0.6594382724171308,0,Tier 2 - Medium Risk (Pop-up Promo),1,25,88.4,2191.15,False,True,False,True,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False
5136-GFPMB,0.524769266165836,0,Tier 2 - Medium Risk (Pop-up Promo),0,54,89.4,4869.5,True,False,False,True,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False
6304-IJFSQ,0.6199737386437489,1,Tier 2 - Medium Risk (Pop-up Promo),0,3,49.9,130.1,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True
1471-GIQKQ,0.6331938562899082,0,Tier 2 - Medium Risk (Pop-up Promo),0,1,49.95,49.95,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False
0410-IPFTY,0.667914132799438,0,Tier 2 - Medium Risk (Pop-up Promo),0,31,83.85,2674.15,False,True,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False
4619-EVPHY,0.6832206130080014,0,Tier 2 - Medium Risk (Pop-up Promo),1,20,91.0,1859.5,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,True,False,True,False,False,False
4223-WOZCM,0.613543565183689,0,Tier 2 - Medium Risk (Pop-up Promo),1,2,49.95,107.1,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True
6946-LMSQS,0.667048838620628,1,Tier 2 - Medium Risk (Pop-up Promo),1,25,89.05,2177.45,True,True,False,True,False,True,True,False,False,True,False,False,False,False,False,False,False,False,False,True,True,False,True,False,True,False
1261-FWTTE,0.6741733011351018,0,Tier 2 - Medium Risk (Pop-up Promo),1,23,34.65,768.45,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False
9079-YEXQJ,0.586915348733011,1,Tier 2 - Medium Risk (Pop-up Promo),0,54,111.1,6014.85,False,False,False,True,False,True,True,False,False,False,False,True,False,True,False,True,False,True,False,True,False,False,False,False,True,False
3780-YVMFA,0.6819926197825685,0,Tier 2 - Medium Risk (Pop-up Promo),0,8,68.55,564.35,False,True,True,True,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,True,False,False,True,False,True,False
3891-PUQOD,0.6684111301517742,1,Tier 2 - Medium Risk (Pop-up Promo),0,1,59.2,59.2,False,False,True,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False
0531-ZZJWQ,0.6463959240978011,0,Tier 2 - Medium Risk (Pop-up Promo),1,55,74.0,4052.4,True,True,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False
1169-WCVAK,0.5723408910466188,0,Tier 2 - Medium Risk (Pop-up Promo),0,19,88.8,1672.35,True,True,False,True,False,True,True,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False,True,True,False,False
1217-VASWC,0.5119714813084056,0,Tier 2 - Medium Risk (Pop-up Promo),1,43,100.55,4304.0,True,True,False,True,False,False,True,False,False,False,False,True,False,True,False,False,False,True,False,True,True,False,True,False,False,False
2452-KDRRH,0.6337778799791869,0,Tier 2 - Medium Risk (Pop-up Promo),1,67,101.4,6841.05,True,False,False,True,False,True,True,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,True,True,False,False
8805-JNRAZ,0.5468154030036038,0,Tier 2 - Medium Risk (Pop-up Promo),0,2,49.2,103.7,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True
3069-SSVSN,0.5303392869616051,0,Tier 2 - Medium Risk (Pop-up Promo),0,1,25.85,25.85,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True
1536-HBSWP,0.6657977846634412,0,Tier 2 - Medium Risk (Pop-up Promo),0,1,49.9,49.9,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False
9103-TCIHJ,0.5009781200266226,1,Tier 2 - Medium Risk (Pop-up Promo),0,15,55.7,899.8,False,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True
1174-FGIFN,0.5576042019995765,0,Tier 2 - Medium Risk (Pop-up Promo),0,28,90.45,2509.25,False,True,True,True,False,True,True,False,False,False,False,False,False,False,False,True,False,False,False,True,True,False,True,False,True,False
0730-KOAVE,0.6353242606811719,0,Tier 2 - Medium Risk (Pop-up Promo),0,30,94.3,2679.7,True,False,False,True,False,True,True,False,False,True,False,True,False,False,False,False,False,False,False,True,False,False,True,True,False,False
0363-QJVFX,0.6275714387381868,1,Tier 2 - Medium Risk (Pop-up Promo),0,32,108.15,3432.9,True,False,False,True,False,True,True,False,False,True,False,True,False,False,False,True,False,True,False,True,False,False,True,True,False,False
7250-EQKIY,0.520924472311653,1,Tier 2 - Medium Risk (Pop-up Promo),0,1,50.45,50.45,False,True,True,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True
9767-FFLEM,0.567753920953515,0,Tier 2 - Medium Risk (Pop-up Promo),0,38,69.5,2625.25,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False
1541-ETJZO,0.5376900541309628,1,Tier 2 - Medium Risk (Pop-up Promo),0,1,62.05,62.05,True,False,False,True,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,True
2195-VVRJF,0.5247215775558267,0,Tier 2 - Medium Risk (Pop-up Promo),1,18,59.1,1011.05,True,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True,True,False,False
8728-SKJLR,0.5703818533471228,0,Tier 2 - Medium Risk (Pop-up Promo),0,41,74.25,3089.1,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False
0431-APWVY,0.5502065429928064,1,Tier 2 - Medium Risk (Pop-up Promo),0,28,90.1,2598.95,False,True,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,True,False,True,False,False,False
7277-OZCGZ,0.6702177947925365,0,Tier 2 - Medium Risk (Pop-up Promo),0,22,89.05,1886.25,False,False,False,True,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,True,False,True,False
1205-WNWPJ,0.5905651688232324,1,Tier 2 - Medium Risk (Pop-up Promo),0,7,59.5,415.95,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,True
3173-NVMPX,0.5658142295897572,0,Tier 2 - Medium Risk (Pop-up Promo),0,9,55.3,501.2,False,True,True,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True
9661-MHUMO,0.5709620646725223,1,Tier 2 - Medium Risk (Pop-up Promo),1,1,49.25,49.25,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,True,False,False
4819-HJPIW,0.550933303778674,0,Tier 2 - Medium Risk (Pop-up Promo),0,18,25.15,476.8,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
4237-RLAQD,0.6674763260944502,1,Tier 2 - Medium Risk (Pop-up Promo),0,1,45.85,45.85,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True
9163-GHAYE,0.5181106061733405,0,Tier 2 - Medium Risk (Pop-up Promo),0,15,48.85,736.8,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False
6713-OKOMC,0.5250338358992802,0,Tier 2 - Medium Risk (Pop-up Promo),0,10,29.75,301.9,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
9710-ZUSHQ,0.6848951924584186,1,Tier 2 - Medium Risk (Pop-up Promo),1,37,106.75,4056.75,False,False,False,True,False,True,True,False,False,True,False,True,False,False,False,False,False,True,False,True,False,False,True,False,False,False
7251-LJBQN,0.5541375610621491,0,Tier 2 - Medium Risk (Pop-up Promo),1,40,103.75,4188.4,False,False,False,True,False,True,True,False,False,False,False,False,False,True,False,True,False,True,False,True,True,False,True,True,False,False
6769-DYBQN,0.5508721257681937,1,Tier 2 - Medium Risk (Pop-up Promo),1,46,85.0,3969.4,True,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False
4905-JEFDW,0.6460118092279408,1,Tier 2 - Medium Risk (Pop-up Promo),0,11,41.6,470.6,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False,True,False,True,False
6559-RAKOZ,0.5243175062367877,0,Tier 2 - Medium Risk (Pop-up Promo),0,49,97.95,4917.9,True,True,True,True,False,True,True,False,False,False,False,False,False,False,False,True,False,True,False,True,True,False,True,False,True,False
0015-UOCOJ,0.6486865538503434,0,Tier 2 - Medium Risk (Pop-up Promo),1,7,48.2,340.35,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False
4323-SADQS,0.5969946934684635,1,Tier 2 - Medium Risk (Pop-up Promo),0,7,34.5,279.25,True,True,True,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False
2279-AXJJK,0.5196434771343156,0,Tier 2 - Medium Risk (Pop-up Promo),0,52,95.65,5088.4,True,True,False,True,False,True,True,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,True,True,False,False
6227-HWPWX,0.6050474370341328,1,Tier 2 - Medium Risk (Pop-up Promo),0,15,69.0,994.8,False,False,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
4724-WXVWF,0.5642012583002557,0,Tier 2 - Medium Risk (Pop-up Promo),0,48,95.4,4445.3,True,False,False,True,False,True,True,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,True,False,True,False
7579-OOPEC,0.5685889162632995,1,Tier 2 - Medium Risk (Pop-up Promo),1,2,50.15,115.1,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False
4570-QHXHL,0.6870167130558175,0,Tier 2 - Medium Risk (Pop-up Promo),0,9,43.75,405.7,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False
6874-SGLHU,0.5528380460766626,0,Tier 2 - Medium Risk (Pop-up Promo),0,30,97.0,3021.3,True,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,True,True,False,True,False,False,False
9369-XFEHK,0.665286698571597,1,Tier 2 - Medium Risk (Pop-up Promo),1,33,80.6,2656.5,False,True,False,True,False,True,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False
9089-UOWJG,0.5708858997020215,0,Tier 2 - Medium Risk (Pop-up Promo),0,12,58.35,740.55,False,True,True,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,True,False,False
0327-WFZSY,0.5587349729310358,0,Tier 2 - Medium Risk (Pop-up Promo),0,39,100.0,3835.55,True,True,True,True,False,True,True,False,False,False,False,False,False,True,False,False,False,True,False,True,True,False,False,False,True,False
1465-LNTLJ,0.6189516900557497,0,Tier 2 - Medium Risk (Pop-up Promo),1,8,64.4,581.7,True,True,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False,True,True,False,False
6646-QVXLR,0.5742771067476646,1,Tier 2 - Medium Risk (Pop-up Promo),1,62,103.75,6383.35,True,True,False,True,False,True,True,False,False,False,False,True,False,True,False,False,False,True,False,True,True,False,True,False,True,False
6022-UGGSO,0.6986812855130872,1,Tier 2 - Medium Risk (Pop-up Promo),1,32,74.4,2276.95,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False
5207-PLSTK,0.5334104341571954,0,Tier 2 - Medium Risk (Pop-up Promo),0,1,48.75,48.75,True,True,True,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True
2386-OWURY,0.61342388420812,0,Tier 2 - Medium Risk (Pop-up Promo),0,58,95.3,5817.7,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,True,False,False,True,False,True,False
5949-HGVJL,0.5739017281794051,0,Tier 2 - Medium Risk (Pop-up Promo),0,26,73.05,1959.5,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False,True,False,False,True,False,True,False
9112-WSNPU,0.6270731658042097,0,Tier 2 - Medium Risk (Pop-up Promo),1,35,70.55,2419.0,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
8988-ECPJR,0.6250290812406019,1,Tier 2 - Medium Risk (Pop-up Promo),1,34,79.6,2718.3,False,True,True,True,False,True,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True
8840-DQLGN,0.5609462933995143,1,Tier 2 - Medium Risk (Pop-up Promo),1,35,100.5,3653.35,False,True,False,True,False,True,True,False,False,True,False,True,False,False,False,True,False,True,False,False,False,False,True,False,False,False
7067-KSAZT,0.5421121276183299,1,Tier 2 - Medium Risk (Pop-up Promo),1,65,106.25,6979.8,False,True,False,True,False,True,True,False,False,False,False,True,False,True,False,False,False,True,False,True,True,False,True,False,True,False
9812-GHVRI,0.6240375139060265,0,Tier 2 - Medium Risk (Pop-up Promo),0,40,83.85,3532.25,False,False,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
1370-GGAWX,0.548247538591313,0,Tier 2 - Medium Risk (Pop-up Promo),0,46,94.15,4408.45,False,False,False,True,False,True,True,False,False,False,False,True,False,True,False,False,False,False,False,True,True,False,True,False,True,False
2606-RMDHZ,0.6940996055983469,1,Tier 2 - Medium Risk (Pop-up Promo),0,6,30.5,208.7,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,True,False,False
5575-TPIZQ,0.5704564215811808,0,Tier 2 - Medium Risk (Pop-up Promo),0,46,89.15,4245.55,True,False,False,True,False,True,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,True,False,False
9819-FBNSV,0.5951717762924025,0,Tier 2 - Medium Risk (Pop-up Promo),1,37,72.25,2575.45,True,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
9992-UJOEL,0.6259102962493465,0,Tier 2 - Medium Risk (Pop-up Promo),0,2,50.3,92.75,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True
4678-DVQEO,0.6480335924189378,1,Tier 2 - Medium Risk (Pop-up Promo),0,1,52.2,52.2,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False
8033-VCZGH,0.5483523404139314,0,Tier 2 - Medium Risk (Pop-up Promo),0,50,103.95,5231.3,True,True,False,True,False,True,True,False,False,True,False,False,False,True,False,False,False,True,False,True,True,False,True,False,True,False
6128-AQBMT,0.6535404262939687,0,Tier 2 - Medium Risk (Pop-up Promo),1,41,53.95,2215.4,True,True,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,True,False,True,False,False,True,False,True,False
6257-RJOHI,0.5580963748139595,0,Tier 2 - Medium Risk (Pop-up Promo),0,4,50.8,202.3,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True
5213-TWWJU,0.6438249286162473,0,Tier 2 - Medium Risk (Pop-up Promo),0,28,91.0,2626.15,True,False,False,True,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False,True,False
9286-DOJGF,0.6645938880660605,1,Tier 2 - Medium Risk (Pop-up Promo),1,38,74.95,2869.85,False,True,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
3923-CSIHK,0.5914041628309016,1,Tier 2 - Medium Risk (Pop-up Promo),1,50,71.05,3444.85,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False
4640-UHDOS,0.5715727588622914,1,Tier 2 - Medium Risk (Pop-up Promo),0,13,55.95,734.35,False,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False
9842-EFSYY,0.6907797410153459,0,Tier 2 - Medium Risk (Pop-up Promo),0,4,57.2,223.75,False,False,True,False,True,False,False,False,False,True,False,True,False,True,False,False,False,True,False,True,False,False,True,False,False,True
2692-PFYTJ,0.5183513871054001,0,Tier 2 - Medium Risk (Pop-up Promo),0,1,25.75,25.75,False,False,False,True,False,True,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,True,False,False,True
5828-AVIPD,0.6789180090151132,1,Tier 2 - Medium Risk (Pop-up Promo),0,19,100.95,1875.55,True,True,True,True,False,True,True,False,False,False,False,False,False,False,False,True,False,True,False,True,True,False,True,False,True,False
3466-RITXD,0.6708586895888863,0,Tier 2 - Medium Risk (Pop-up Promo),0,26,92.4,2349.8,True,False,False,True,False,True,True,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,True,True,False,False
1956-YIFGE,0.5610422772099045,0,Tier 2 - Medium Risk (Pop-up Promo),0,22,100.05,2090.25,True,True,True,True,False,False,True,False,False,False,False,True,False,True,False,False,False,True,False,True,True,False,True,False,False,True
0422-UXFAP,0.6181730068944455,0,Tier 2 - Medium Risk (Pop-up Promo),0,51,98.85,4947.55,False,True,False,True,False,True,True,False,False,False,False,False,False,True,False,False,False,True,False,True,True,False,True,False,True,False
5609-IMCGG,0.690626831691794,0,Tier 2 - Medium Risk (Pop-up Promo),0,15,84.35,1302.65,False,False,False,True,False,True,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,True,False,False
7623-TRNQN,0.5361670116209265,1,Tier 2 - Medium Risk (Pop-up Promo),0,1,49.9,49.9,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True
4760-THGOT,0.6556928642622556,0,Tier 2 - Medium Risk (Pop-up Promo),0,43,94.1,4107.3,False,True,False,True,False,True,True,False,False,True,False,True,False,False,False,False,False,False,False,True,False,False,True,False,True,False
0430-IHCDJ,0.6975896429277997,0,Tier 2 - Medium Risk (Pop-up Promo),0,15,49.0,749.25,True,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False
4937-QPZPO,0.514702342078448,0,Tier 2 - Medium Risk (Pop-up Promo),0,61,99.9,6241.35,True,True,True,True,False,True,True,False,False,False,False,False,False,True,False,False,False,True,False,True,True,False,True,False,True,False
3604-WLABM,0.5044572934087794,0,Tier 2 - Medium Risk (Pop-up Promo),0,10,54.25,583.0,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,True,False
2139-FQHLM,0.6162780524252455,0,Tier 2 - Medium Risk (Pop-up Promo),0,19,89.95,1682.4,True,False,False,True,False,False,True,False,False,False,False,False,False,True,False,True,False,True,False,False,False,False,False,False,False,True
7529-ZDFXI,0.6783222218436036,0,Tier 2 - Medium Risk (Pop-up Promo),1,57,89.85,4925.35,True,True,False,True,False,True,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,True,False
6854-EXGSF,0.5012247052745642,0,Tier 2 - Medium Risk (Pop-up Promo),0,8,65.5,573.15,False,False,False,True,False,True,False,False,False,True,False,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False
1310-QRITU,0.657661952879042,0,Tier 2 - Medium Risk (Pop-up Promo),0,18,50.3,913.3,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False
3237-AJGEH,0.6305500940465549,1,Tier 2 - Medium Risk (Pop-up Promo),0,3,31.0,95.05,False,True,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True
