customer_id,churn_probability,actual_churn,intervention_strategy,seniorcitizen,tenure,monthlycharges,totalcharges,gender_Male,partner_Yes,dependents_Yes,phoneservice_Yes,multiplelines_No phone service,multiplelines_Yes,internetservice_Fiber optic,internetservice_No,onlinesecurity_No internet service,onlinesecurity_Yes,onlinebackup_No internet service,onlinebackup_Yes,deviceprotection_No internet service,deviceprotection_Yes,techsupport_No internet service,techsupport_Yes,streamingtv_No internet service,streamingtv_Yes,streamingmovies_No internet service,streamingmovies_Yes,contract_One year,contract_Two year,paperlessbilling_Yes,paymentmethod_Credit card (automatic),paymentmethod_Electronic check,paymentmethod_Mailed check
4541-RMRLG,0.41871808517963,1,Tier 3 - Low Risk / FP Zone (Email Edukasi Pasif),0,7,19.25,112.3,True,False,False,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,True,False
4468-YDOVK,0.4970623371012836,0,Tier 3 - Low Risk / FP Zone (Email Edukasi Pasif),0,5,48.65,235.2,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False
8409-WQJUX,0.4370722389543396,0,Tier 3 - Low Risk / FP Zone (Email Edukasi Pasif),0,25,54.2,1423.15,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,True,False,True,True,False,False,False,True,False
3313-QKNKB,0.4030402865176698,1,Tier 3 - Low Risk / FP Zone (Email Edukasi Pasif),0,59,85.55,5084.65,True,True,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,True,False
2087-QAREY,0.4409701590097125,0,Tier 3 - Low Risk / FP Zone (Email Edukasi Pasif),0,22,54.7,1178.75,False,True,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,True,False,False,True
6777-TGHTM,0.40597752334091936,1,Tier 3 - Low Risk / FP Zone (Email Edukasi Pasif),0,53,106.95,5785.5,False,False,False,True,False,True,True,False,False,True,False,False,False,True,False,False,False,True,False,True,True,False,True,True,False,False
1386-ZIKUV,0.4189252215821665,0,Tier 3 - Low Risk / FP Zone (Email Edukasi Pasif),0,7,18.95,130.55,True,False,False,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,True,False,False,True
2446-ZKVAF,0.44674075594571905,0,Tier 3 - Low Risk / FP Zone (Email Edukasi Pasif),0,18,56.8,1074.65,True,True,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False
8930-XOTDP,0.43876749177812013,0,Tier 3 - Low Risk / FP Zone (Email Edukasi Pasif),0,18,55.95,1082.8,False,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True
5949-EBSQK,0.46513307833069234,1,Tier 3 - Low Risk / FP Zone (Email Edukasi Pasif),0,4,61.45,229.55,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False
4160-AMJTL,0.43617683405447916,1,Tier 3 - Low Risk / FP Zone (Email Edukasi Pasif),1,8,19.65,164.3,False,False,False,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,True,False
7398-LXGYX,0.49331453813936094,0,Tier 3 - Low Risk / FP Zone (Email Edukasi Pasif),0,44,84.8,3626.35,True,True,False,True,False,True,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,True,False,False
1240-KNSEZ,0.4730882104225707,1,Tier 3 - Low Risk / FP Zone (Email Edukasi Pasif),0,1,20.1,20.1,True,False,False,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,True,False,False,True
7957-RYHQD,0.46318637719450984,1,Tier 3 - Low Risk / FP Zone (Email Edukasi Pasif),1,40,79.2,3233.85,False,False,False,True,False,False,True,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True,True,False,False
0463-WZZKO,0.433821569886993,0,Tier 3 - Low Risk / FP Zone (Email Edukasi Pasif),0,3,20.75,67.1,True,False,False,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,True,True,False,False
2924-KHUVI,0.4918099721789738,0,Tier 3 - Low Risk / FP Zone (Email Edukasi Pasif),0,56,100.55,5514.95,True,True,False,True,False,True,True,False,False,True,False,False,False,False,False,False,False,True,False,True,True,False,True,False,True,False
2995-UPRYS,0.46084904627333767,1,Tier 3 - Low Risk / FP Zone (Email Edukasi Pasif),1,40,99.2,4062.2,False,True,False,True,False,False,True,False,False,False,False,True,False,False,False,True,False,True,False,True,True,False,True,True,False,False
3179-GBRWV,0.45911077220517527,0,Tier 3 - Low Risk / FP Zone (Email Edukasi Pasif),1,21,64.95,1339.8,True,True,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False
0701-TJSEF,0.47038012606874496,0,Tier 3 - Low Risk / FP Zone (Email Edukasi Pasif),0,9,68.25,576.95,True,False,False,True,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False,True,False,False,True,False,False,False
6270-OMFIW,0.4664380640871468,1,Tier 3 - Low Risk / FP Zone (Email Edukasi Pasif),0,60,94.4,5610.25,True,True,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,True,True,False,True,False,True,False
5198-EFNBM,0.43465557131318144,0,Tier 3 - Low Risk / FP Zone (Email Edukasi Pasif),1,57,90.65,5199.8,True,True,False,True,False,False,True,False,False,False,False,True,False,True,False,False,False,True,False,False,True,False,True,False,True,False
0733-VUNUW,0.4183912265729528,1,Tier 3 - Low Risk / FP Zone (Email Edukasi Pasif),0,24,55.65,1400.55,True,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
6284-KMNUF,0.49249024464719793,0,Tier 3 - Low Risk / FP Zone (Email Edukasi Pasif),0,56,98.0,5270.6,False,True,False,True,False,True,True,False,False,True,False,False,False,False,False,False,False,True,False,True,True,False,True,False,True,False
6815-ABQFQ,0.4812277903085471,0,Tier 3 - Low Risk / FP Zone (Email Edukasi Pasif),0,56,107.25,6033.3,True,True,False,True,False,True,True,False,False,False,False,True,False,False,False,True,False,True,False,True,True,False,True,False,True,False
5186-EJEGL,0.47014356358499004,0,Tier 3 - Low Risk / FP Zone (Email Edukasi Pasif),0,9,69.5,653.25,True,False,False,True,False,False,False,False,False,True,False,False,False,True,False,True,False,True,False,False,False,False,True,False,False,True
9374-YOLBJ,0.4235886276086762,0,Tier 3 - Low Risk / FP Zone (Email Edukasi Pasif),0,1,19.25,19.25,False,True,True,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,True,False
2955-PSXOE,0.4514878658535369,1,Tier 3 - Low Risk / FP Zone (Email Edukasi Pasif),0,1,20.2,20.2,False,False,False,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,True,False,False,False
3339-EAQNV,0.42348075299745475,0,Tier 3 - Low Risk / FP Zone (Email Edukasi Pasif),1,72,97.25,7133.1,True,True,False,True,False,True,True,False,False,False,False,True,False,False,False,False,False,True,False,True,True,False,True,True,False,False
6473-ULUHT,0.4656400105416232,0,Tier 3 - Low Risk / FP Zone (Email Edukasi Pasif),0,16,84.9,1398.25,True,True,True,True,False,True,False,False,False,True,False,True,False,False,False,True,False,True,False,True,False,False,False,False,True,False
2293-IJWPS,0.489493658938105,0,Tier 3 - Low Risk / FP Zone (Email Edukasi Pasif),0,57,100.75,5985.0,False,True,False,True,False,True,True,False,False,False,False,False,False,True,False,False,False,True,False,True,True,False,True,True,False,False
4377-VDHYI,0.42754584334892526,0,Tier 3 - Low Risk / FP Zone (Email Edukasi Pasif),0,32,90.8,3023.85,True,True,True,True,False,False,True,False,False,True,False,True,False,False,False,False,False,False,False,True,True,False,True,False,True,False
2480-EJWYP,0.4845148873964271,0,Tier 3 - Low Risk / FP Zone (Email Edukasi Pasif),1,58,97.8,5458.8,False,True,False,True,False,True,True,False,False,False,False,True,False,False,False,False,False,True,False,True,True,False,True,False,False,False
8970-ANWXO,0.41901972962803097,0,Tier 3 - Low Risk / FP Zone (Email Edukasi Pasif),0,23,73.75,1756.6,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False,True,True,False,True,False,False,True
3325-FUYCG,0.4907770697271621,1,Tier 3 - Low Risk / FP Zone (Email Edukasi Pasif),0,28,106.1,2847.4,True,True,True,True,False,True,True,False,False,True,False,True,False,False,False,False,False,True,False,True,True,False,False,False,True,False
8190-ZTQFB,0.4462490030646026,0,Tier 3 - Low Risk / FP Zone (Email Edukasi Pasif),0,41,51.35,2075.1,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,True,True,False,True,False,True,False
2369-FEVNO,0.47479731421137,0,Tier 3 - Low Risk / FP Zone (Email Edukasi Pasif),0,1,19.9,19.9,True,False,False,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,True,False,False,True
0516-OOHAR,0.43033201864414355,0,Tier 3 - Low Risk / FP Zone (Email Edukasi Pasif),0,28,100.35,2799.0,True,True,True,True,False,False,True,False,False,False,False,True,False,True,False,False,False,True,False,True,True,False,False,False,False,False
8992-CEUEN,0.47910308889573894,0,Tier 3 - Low Risk / FP Zone (Email Edukasi Pasif),0,1,18.85,18.85,False,False,False,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,True,False
0058-EVZWM,0.4943647466487518,0,Tier 3 - Low Risk / FP Zone (Email Edukasi Pasif),0,55,89.8,4959.6,False,True,False,True,False,True,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False
1110-KYLGQ,0.4311407348021183,0,Tier 3 - Low Risk / FP Zone (Email Edukasi Pasif),0,63,108.25,6780.1,False,False,False,True,False,True,True,False,False,True,False,True,False,True,False,False,False,True,False,True,False,False,False,True,False,False
0959-WHOKV,0.49262331098716744,0,Tier 3 - Low Risk / FP Zone (Email Edukasi Pasif),0,42,99.0,4298.45,True,False,False,True,False,True,True,False,False,True,False,True,False,True,False,False,False,False,False,True,True,False,True,False,True,False
4016-BJKTZ,0.4147025204381573,0,Tier 3 - Low Risk / FP Zone (Email Edukasi Pasif),0,25,108.9,2809.05,False,False,False,True,False,True,True,False,False,False,False,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False
7893-IXHRQ,0.47259834973215514,1,Tier 3 - Low Risk / FP Zone (Email Edukasi Pasif),0,1,20.55,20.55,True,False,False,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,True,False
4945-RVMTE,0.4743288458629812,0,Tier 3 - Low Risk / FP Zone (Email Edukasi Pasif),0,28,59.55,1646.45,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False
3756-VNWDH,0.48517917606446365,0,Tier 3 - Low Risk / FP Zone (Email Edukasi Pasif),1,65,100.75,6674.65,True,True,False,True,False,True,True,False,False,True,False,False,False,False,False,False,False,True,False,True,True,False,True,False,True,False
7124-UGSUR,0.47406286663579633,1,Tier 3 - Low Risk / FP Zone (Email Edukasi Pasif),1,61,104.4,6405.0,False,True,False,True,False,True,True,False,False,False,False,True,False,True,False,False,False,True,False,True,True,False,True,True,False,False
7395-XWZOY,0.441878737895873,0,Tier 3 - Low Risk / FP Zone (Email Edukasi Pasif),0,20,55.0,1165.55,True,False,False,False,True,False,False,False,False,True,False,True,False,True,False,True,False,True,False,False,False,False,True,True,False,False
8166-ORCHU,0.4425458326675912,0,Tier 3 - Low Risk / FP Zone (Email Edukasi Pasif),1,33,93.55,3055.5,True,True,False,True,False,False,True,False,False,True,False,True,False,False,False,True,False,False,False,True,True,False,True,False,True,False
6366-XIVKZ,0.4785322594574504,0,Tier 3 - Low Risk / FP Zone (Email Edukasi Pasif),0,13,63.15,816.8,False,True,True,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,True
7853-WNZSY,0.46314122039740196,0,Tier 3 - Low Risk / FP Zone (Email Edukasi Pasif),0,1,19.75,19.75,True,False,False,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,True,True,False,False
7854-EKTJL,0.4885067142979233,1,Tier 3 - Low Risk / FP Zone (Email Edukasi Pasif),0,2,19.6,35.85,False,False,True,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,True,False,True,False
2843-CQMEG,0.4358021849883715,0,Tier 3 - Low Risk / FP Zone (Email Edukasi Pasif),0,24,49.7,1218.25,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True
2758-RNWXS,0.42272874472821725,0,Tier 3 - Low Risk / FP Zone (Email Edukasi Pasif),0,35,89.2,3251.3,True,False,False,True,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,True,True,False,True,False,True,False
7134-MJPDY,0.40783816192011585,0,Tier 3 - Low Risk / FP Zone (Email Edukasi Pasif),1,66,102.85,6976.75,False,False,False,True,False,True,True,False,False,False,False,False,False,True,False,True,False,True,False,True,True,False,True,True,False,False
0913-XWSCN,0.45512140754117075,0,Tier 3 - Low Risk / FP Zone (Email Edukasi Pasif),0,55,85.5,4713.4,True,True,True,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
8713-IGZSO,0.4408601720283911,0,Tier 3 - Low Risk / FP Zone (Email Edukasi Pasif),0,2,24.85,62.0,True,False,False,True,False,True,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,False,True
3794-NFNCH,0.4098755265888296,0,Tier 3 - Low Risk / FP Zone (Email Edukasi Pasif),0,30,50.0,1474.9,True,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True
2669-QVCRG,0.49222322218994,0,Tier 3 - Low Risk / FP Zone (Email Edukasi Pasif),0,41,81.3,3190.65,False,False,False,True,False,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False
0471-ARVMX,0.48816504699046703,0,Tier 3 - Low Risk / FP Zone (Email Edukasi Pasif),1,62,104.85,6312.9,False,True,False,True,False,True,True,False,False,True,False,False,False,True,False,False,False,True,False,True,True,False,True,False,True,False
8985-OOPOS,0.41638592964737947,0,Tier 3 - Low Risk / FP Zone (Email Edukasi Pasif),0,1,74.1,74.1,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False,True,False,True,True,False,False,True,False,False
0719-SYFRB,0.45942540166323914,1,Tier 3 - Low Risk / FP Zone (Email Edukasi Pasif),0,12,61.65,713.75,False,False,False,True,False,True,False,False,False,True,False,False,False,True,False,True,False,False,False,False,False,False,True,False,False,True
5630-AHZIL,0.4561910348999962,0,Tier 3 - Low Risk / FP Zone (Email Edukasi Pasif),0,3,64.5,177.4,False,False,True,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False
1622-HSHSF,0.46976503327311075,0,Tier 3 - Low Risk / FP Zone (Email Edukasi Pasif),0,1,19.55,19.55,False,False,False,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,True,False,False,True
